Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_1,avg_price_per_room,no_of_special_requests,booking_status
INN21869,2,0,3,5,2,0,1,112,2018,7,11,2,0,0,0,95.63,1,1
INN29274,3,0,0,1,1,1,4,5,2018,5,28,2,0,0,0,206,3,1
INN34799,2,0,0,3,1,0,1,30,2017,10,14,2,0,0,0,96.3,5,1
INN16876,2,0,0,3,1,0,1,19,2017,10,6,1,1,1,0,90,0,1
INN24206,1,0,2,2,1,0,1,56,2017,9,25,1,0,0,0,185,0,1
INN12086,3,0,2,2,1,0,4,34,2018,8,28,2,0,0,0,150.98,2,1
INN20466,2,0,0,2,1,0,2,47,2017,11,5,2,0,0,0,105.5,2,1
INN15252,2,0,1,1,1,0,1,35,2017,10,17,2,0,0,0,104.85,1,1
INN29372,3,0,2,5,1,0,4,140,2018,7,31,2,0,0,0,132.48,0,1
INN09009,1,0,2,0,1,0,1,1,2017,12,27,3,1,0,5,65,0,1
INN35535,2,0,0,3,1,0,1,160,2017,12,30,1,0,0,0,70.67,0,1
INN20257,2,0,0,2,1,0,1,32,2018,3,17,2,0,0,0,81.9,0,1
INN07521,2,2,0,3,1,0,6,3,2018,3,2,2,0,0,0,183,0,1
INN04394,2,0,2,3,1,0,4,93,2017,12,27,1,0,0,0,60,0,1
INN26218,1,0,0,1,1,0,1,54,2017,11,18,3,0,0,0,65,0,1
INN20480,2,0,0,2,1,0,1,11,2018,3,11,1,0,0,0,74.8,0,1
INN30364,2,0,1,2,1,0,1,5,2018,1,22,2,1,11,19,89,1,1
INN06033,2,0,1,3,1,0,4,7,2018,3,14,2,0,0,0,124,1,1
INN35617,2,0,0,1,1,0,1,13,2017,9,17,2,0,0,0,152,2,1
INN20131,2,0,1,2,1,0,1,338,2018,10,7,1,0,0,0,90.67,1,1
INN29378,1,0,0,2,1,0,1,192,2018,6,24,1,0,0,0,95,0,1
INN32337,2,1,0,1,2,0,1,16,2018,11,23,2,0,0,0,70.41,0,1
INN07514,2,2,2,0,1,0,6,84,2018,8,14,2,0,0,0,189.9,1,1
INN02621,1,0,0,2,1,0,4,2,2018,8,3,3,0,0,0,94,0,1
INN30725,3,0,0,3,3,0,1,88,2018,5,3,1,0,0,0,138,1,1
INN08121,2,0,2,3,1,0,4,52,2018,10,15,2,0,0,0,148.5,2,1
INN08079,1,0,0,2,2,0,1,30,2018,11,16,2,0,0,0,82,0,1
INN17752,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN11578,1,0,1,1,2,0,1,13,2018,12,19,2,0,0,0,79.2,0,1
INN00124,2,0,0,3,1,0,1,148,2018,5,5,2,0,0,0,105.3,0,1
INN16324,2,0,0,3,1,0,1,41,2017,10,6,2,0,0,0,98.67,2,1
INN24677,2,0,0,2,3,0,1,0,2017,8,14,1,0,0,0,109,0,1
INN35550,3,0,2,1,1,0,4,23,2018,12,3,2,0,0,0,154,1,1
INN30212,1,0,1,0,1,0,1,0,2017,12,21,3,1,0,3,75,0,1
INN11194,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN14197,2,0,2,3,1,0,4,23,2018,4,10,2,0,0,0,125.2,1,1
INN01455,2,0,2,6,3,0,1,107,2018,6,28,2,0,0,0,140.25,1,1
INN22702,2,0,0,3,1,0,2,46,2017,11,4,2,0,0,0,105.5,1,1
INN20788,2,0,0,1,1,0,2,0,2017,11,28,2,0,0,0,77.25,2,1
INN33191,2,0,0,2,3,0,1,30,2017,9,30,1,0,0,0,121,0,1
INN01350,2,0,1,1,2,0,1,75,2018,11,12,2,0,0,0,79.2,1,1
INN26047,2,0,0,1,1,0,1,0,2017,8,8,2,0,0,0,98,1,1
INN21277,1,0,0,1,1,0,1,11,2018,11,29,2,0,0,0,103,2,1
INN30697,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,101.5,0,1
INN21440,1,0,2,5,1,0,1,2,2018,2,14,1,0,0,0,55.74,0,1
INN29661,2,0,2,0,1,0,1,61,2017,10,4,1,0,0,0,91,0,1
INN18131,2,0,2,1,1,0,1,212,2018,10,16,2,0,0,0,96.3,2,1
INN07270,1,0,0,3,1,0,1,238,2018,10,13,1,0,0,0,80,0,1
INN20092,2,0,2,2,1,0,1,33,2017,12,26,1,0,0,0,55,0,1
INN24465,3,0,0,2,1,0,4,141,2018,9,23,2,0,0,0,163.8,1,1
INN15641,2,0,2,1,2,0,1,0,2018,10,1,2,0,0,0,98.1,0,1
INN28975,2,0,1,3,1,0,1,210,2017,10,8,1,0,0,0,72.75,0,1
INN35147,2,2,0,1,1,0,6,2,2017,11,11,3,0,0,0,95,1,1
INN17645,2,0,1,3,1,0,4,79,2018,4,28,2,0,0,0,125.38,0,1
INN12895,2,0,1,4,1,0,1,17,2017,12,21,1,0,0,0,58,0,1
INN09294,2,0,2,2,1,0,1,18,2017,9,13,2,0,0,0,96,2,1
INN04374,2,0,2,2,1,0,1,208,2018,6,11,1,0,0,0,80.24,2,1
INN09569,2,0,0,1,1,0,1,62,2017,9,23,1,0,0,0,71.4,0,1
INN00443,2,0,1,3,1,0,1,37,2018,3,10,2,0,0,0,81.9,2,1
INN14471,2,1,1,2,1,0,6,130,2018,10,31,2,0,0,0,153.3,1,1
INN19711,2,0,0,2,1,0,1,88,2018,10,7,3,0,0,0,90,1,1
INN19801,3,0,2,2,1,0,4,148,2018,12,23,2,0,0,0,115.6,1,1
INN05378,2,0,1,2,1,0,1,135,2017,9,14,1,0,0,0,90,0,1
INN08903,2,0,0,1,3,0,1,55,2018,4,6,1,0,0,0,104,0,1
INN01568,1,0,1,2,1,0,1,118,2018,6,6,1,0,0,0,110,0,1
INN14936,2,2,0,2,1,0,6,119,2018,7,14,2,0,0,0,177.3,1,1
INN25396,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN23270,1,0,0,2,1,0,1,33,2018,4,20,2,0,0,0,81.09,1,1
INN12474,3,0,1,1,3,0,4,71,2018,10,22,1,0,0,0,183.5,0,1
INN22708,2,0,0,2,1,0,1,65,2018,3,11,2,0,0,0,78.3,1,1
INN20555,0,2,2,1,1,0,2,73,2018,2,21,2,0,0,0,69.53,1,1
INN22142,1,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,87,0,1
INN00113,2,0,0,3,2,0,1,122,2018,6,16,2,0,0,0,116.1,2,1
INN35640,2,0,0,1,2,0,1,0,2017,8,8,2,0,0,0,89,1,1
INN34337,3,1,0,4,1,0,4,51,2018,5,11,2,0,0,0,154.88,2,1
INN27750,2,0,1,4,1,0,1,58,2017,12,28,2,0,0,0,109.4,2,1
INN14074,1,0,0,3,1,0,1,34,2017,12,1,3,0,0,0,80,0,1
INN02566,1,0,0,1,1,0,4,49,2018,3,9,2,0,0,0,67.22,1,1
INN02014,1,0,0,2,3,0,1,265,2018,6,24,1,0,0,0,90,0,1
INN00598,2,0,0,3,1,0,4,27,2018,6,29,2,0,0,0,125.25,1,1
INN02842,2,0,0,2,2,0,1,2,2017,12,17,2,0,0,0,63.75,1,1
INN33500,1,0,0,2,1,0,4,0,2017,10,7,2,0,0,0,155,2,1
INN34229,2,0,2,2,1,0,1,6,2017,10,18,2,0,0,0,97.02,1,1
INN22335,2,0,2,5,1,0,1,246,2018,9,7,1,0,0,0,80.75,0,1
INN35559,2,0,2,0,1,0,1,1,2018,6,26,2,0,0,0,124,0,1
INN18502,1,0,1,0,1,1,1,26,2018,8,8,3,0,0,0,65,0,1
INN08696,2,0,0,3,1,0,1,30,2018,4,19,2,0,0,0,103.5,0,1
INN18205,1,0,0,0,1,0,1,83,2017,12,17,5,0,0,0,0,1,1
INN30976,2,0,0,1,1,0,1,60,2018,7,20,2,0,0,0,81.08,1,1
INN08528,1,0,0,5,3,0,1,77,2018,8,23,2,0,0,0,108.65,2,1
INN08467,1,0,0,1,1,0,1,59,2018,1,28,1,0,0,0,80,0,1
INN03906,2,1,2,3,1,0,4,41,2017,11,1,1,0,0,0,75,2,1
INN02666,2,0,2,2,1,0,2,90,2018,3,25,2,0,0,0,79.8,1,1
INN08270,2,0,2,3,1,0,4,294,2018,10,23,2,0,0,0,76.58,1,1
INN27533,2,0,1,1,3,0,4,68,2018,7,4,1,0,0,0,107.95,0,1
INN14918,2,0,2,5,3,0,1,19,2018,9,6,2,0,0,0,162.29,2,1
INN05583,2,0,2,0,2,0,1,14,2018,6,12,2,0,0,0,109,1,1
INN20234,2,1,1,2,1,0,1,65,2018,3,28,2,0,0,0,103.5,2,1
INN02894,2,0,1,2,3,0,1,39,2018,12,19,1,0,0,0,102,0,1
INN24831,3,0,0,3,1,0,4,45,2018,8,16,2,0,0,0,177.3,2,1
INN04448,2,0,2,0,2,0,1,2,2018,6,12,2,0,0,0,108.5,2,1
INN03382,2,0,1,2,2,1,1,61,2018,11,11,2,0,0,0,97,1,1
INN03424,1,0,0,1,2,0,1,0,2018,4,5,2,0,0,0,89,0,1
INN12609,2,0,0,3,2,0,1,169,2018,7,13,2,0,0,0,94.5,1,1
INN34754,2,0,0,1,1,0,1,27,2018,6,9,1,0,0,0,120,0,1
INN07720,2,1,1,0,2,0,1,52,2018,9,5,2,0,0,0,79.2,0,1
INN11765,1,0,0,3,1,0,1,14,2017,11,5,2,0,0,0,101,1,1
INN17283,2,0,2,0,2,0,1,14,2018,3,13,2,0,0,0,97,0,1
INN24293,2,0,2,2,1,0,1,129,2018,5,13,1,0,0,0,80.75,0,1
INN32180,3,0,2,3,1,0,4,55,2018,5,12,2,0,0,0,150.45,2,1
INN34692,3,0,0,2,1,0,4,37,2018,10,5,2,0,0,0,158.4,2,1
INN15034,2,0,0,1,1,0,1,0,2018,2,24,2,0,0,0,97,0,1
INN17068,2,0,0,3,1,0,1,1,2017,12,30,2,0,0,0,127,1,1
INN13288,2,0,1,0,2,0,1,12,2018,12,5,2,0,0,0,88,0,1
INN23618,1,0,0,3,1,0,1,335,2018,10,13,1,0,0,0,80,0,1
INN09796,2,0,0,2,1,0,1,22,2018,2,2,5,0,0,0,0,0,1
INN10801,2,0,1,5,2,0,1,85,2018,3,28,2,0,0,0,72.25,1,1
INN24930,0,2,1,2,1,0,2,200,2018,10,31,2,0,0,0,82.92,3,1
INN13614,1,0,1,3,1,0,1,13,2017,10,19,3,0,0,0,109,0,1
INN02492,2,0,2,1,1,0,4,71,2018,4,24,2,0,0,0,112.8,0,1
INN28843,2,0,1,2,1,0,1,290,2018,6,17,1,0,0,0,72,0,1
INN34785,3,0,2,1,1,0,1,221,2017,10,17,1,0,0,0,90,0,1
INN23495,2,0,1,2,1,0,1,33,2018,1,25,3,0,0,0,64,0,1
INN06315,2,0,2,3,3,0,4,32,2018,10,2,2,0,0,0,152.98,0,1
INN17429,2,0,0,2,1,0,4,15,2018,9,15,2,0,0,0,141.68,1,1
INN04176,2,0,1,2,3,0,1,162,2017,9,4,1,0,0,0,85.17,2,1
INN32021,1,0,2,2,1,0,1,2,2018,5,15,1,0,0,0,66.88,0,1
INN32508,2,0,2,0,1,0,1,90,2018,5,1,1,0,0,0,80.75,0,1
INN17792,2,0,0,2,1,0,1,141,2018,9,23,2,0,0,0,128.8,1,1
INN26614,1,0,0,2,1,0,1,164,2017,10,2,1,0,0,0,100,0,1
INN27518,2,0,0,3,1,0,4,18,2018,5,10,2,0,0,0,146,1,1
INN21843,2,0,1,2,2,0,1,43,2018,10,10,2,0,0,0,108,2,1
INN05041,1,0,0,2,1,0,1,164,2017,10,2,1,0,0,0,100,0,1
INN28480,2,0,2,2,2,0,1,45,2018,5,21,2,0,0,0,116.1,1,1
INN28168,2,0,1,2,1,0,1,113,2018,5,2,2,0,0,0,105.3,1,1
INN23168,2,0,1,1,1,0,1,50,2018,5,21,1,0,0,0,85.5,0,1
INN17004,2,0,0,1,1,1,1,16,2018,1,27,2,0,0,0,102,1,1
INN25737,2,0,0,1,2,0,1,0,2018,2,26,2,0,0,0,79,1,1
INN20045,1,0,1,1,1,0,1,0,2018,10,17,3,1,0,4,95,0,1
INN26370,2,0,0,2,2,0,1,19,2018,2,23,2,0,0,0,81,2,1
INN00632,2,0,0,2,1,0,1,122,2018,5,12,2,0,0,0,105.3,1,1
INN08691,2,0,0,1,1,0,1,0,2018,3,1,2,0,0,0,101,0,1
INN06992,2,0,1,2,1,0,1,158,2018,3,25,1,0,0,0,70,0,1
INN31668,1,0,0,1,1,0,1,9,2018,12,16,2,0,0,0,86,0,1
INN07114,1,0,0,1,2,0,1,5,2018,4,5,2,0,0,0,89,0,1
INN09024,1,0,0,1,1,0,1,28,2017,10,29,1,0,0,0,130,0,1
INN03451,2,2,1,1,1,0,1,64,2018,8,6,2,0,0,0,200.1,1,1
INN14189,2,0,2,3,2,0,1,4,2017,9,20,2,1,1,0,133,1,1
INN31672,2,0,0,3,2,0,1,15,2018,5,31,2,0,0,0,109,1,1
INN34146,1,0,0,1,1,0,1,55,2018,7,7,3,0,0,0,79,0,1
INN12320,2,0,0,3,2,0,1,15,2018,4,13,1,0,0,0,85,0,1
INN08165,2,0,1,3,1,0,1,198,2018,7,18,2,0,0,0,90.95,1,1
INN20575,1,0,0,4,1,0,1,5,2018,2,24,3,0,0,0,80,0,1
INN23682,1,0,1,1,1,0,1,159,2018,4,9,1,0,0,0,65,0,1
INN28781,1,0,0,1,1,0,1,8,2018,11,23,2,0,0,0,94,0,1
INN18829,1,0,0,1,1,1,1,1,2018,1,26,2,0,0,0,86,1,1
INN06420,1,0,0,2,2,0,1,37,2018,10,27,2,0,0,0,109,1,1
INN22392,2,0,1,1,2,0,1,3,2018,3,21,2,0,0,0,89,0,1
INN00178,2,0,0,2,1,0,1,22,2018,5,20,1,0,0,0,140,0,1
INN11661,1,0,0,1,1,0,1,22,2017,12,18,3,0,0,0,65,0,1
INN24036,2,0,2,1,1,0,1,18,2018,10,2,1,0,0,0,85,0,1
INN24638,2,0,0,4,2,0,1,108,2018,7,13,2,0,0,0,94.5,0,1
INN04022,2,0,2,2,1,0,4,69,2018,4,17,2,0,0,0,110.08,2,1
INN26350,2,0,1,3,1,0,1,1,2018,9,22,1,0,0,0,176,0,1
INN35224,2,0,0,3,1,0,4,66,2018,9,15,2,0,0,0,149.4,2,1
INN33984,2,0,2,1,1,0,4,69,2018,5,7,2,0,0,0,140.4,3,1
INN26119,1,0,0,1,1,0,1,19,2018,11,29,2,0,0,0,96,1,1
INN28988,1,0,1,0,1,0,1,0,2018,5,9,2,0,0,0,106,0,1
INN07382,3,0,0,1,1,0,4,7,2018,2,13,2,0,0,0,127,1,1
INN06213,2,0,0,2,2,0,1,37,2018,10,28,2,0,0,0,83.93,1,1
INN12869,2,1,0,3,1,0,1,92,2017,8,6,1,0,0,0,76.08,2,1
INN23458,1,0,2,4,1,0,1,3,2018,1,17,2,0,0,0,76.3,1,1
INN33620,2,0,1,0,2,0,1,4,2018,8,29,2,0,0,0,119,1,1
INN07366,2,0,0,1,1,0,1,143,2018,7,13,2,0,0,0,81.08,1,1
INN23081,1,0,1,2,1,0,4,3,2018,9,19,4,0,0,0,110,0,1
INN12838,3,0,0,3,1,0,4,5,2018,3,24,2,0,0,0,183.67,2,1
INN22163,1,0,0,1,2,0,1,29,2018,3,4,2,0,0,0,72.1,0,1
INN30624,2,0,1,1,1,0,1,42,2018,8,15,1,0,0,0,76.5,0,1
INN30332,2,0,0,3,1,0,1,15,2018,12,27,1,0,0,0,47.33,1,1
INN35649,2,0,0,2,1,0,1,14,2018,10,26,2,0,0,0,149,2,1
INN08950,2,0,0,1,2,0,1,8,2018,11,2,2,0,0,0,120,2,1
INN34390,1,0,0,1,1,0,1,87,2018,5,27,2,0,0,0,94.25,1,1
INN13767,2,2,0,1,1,0,6,40,2017,10,24,2,0,0,0,159.3,0,1
INN32792,2,0,0,3,2,0,1,54,2018,4,27,2,0,0,0,78.77,1,1
INN11886,3,0,2,3,1,0,4,75,2018,8,12,2,0,0,0,168.3,2,1
INN06748,1,0,0,2,1,0,1,6,2017,10,20,2,0,0,0,120,2,1
INN03123,2,0,1,0,1,0,1,141,2017,9,20,1,0,0,0,90,0,1
INN18614,2,0,1,1,1,0,1,45,2018,6,18,1,0,0,0,85.5,0,1
INN11291,2,0,1,2,1,0,4,21,2018,4,11,2,0,0,0,136,1,1
INN15643,2,0,0,1,2,0,1,8,2018,5,25,2,0,0,0,119,0,1
INN06294,1,0,1,0,1,0,1,7,2018,12,19,1,1,0,1,68.8,1,1
INN04347,2,0,0,4,2,0,1,11,2018,11,16,2,0,0,0,80.75,2,1
INN19605,1,0,2,1,1,0,1,24,2018,12,18,2,0,0,0,104,1,1
INN24306,1,0,0,1,2,0,1,20,2018,6,8,2,0,0,0,109,1,1
INN06193,2,0,0,4,1,0,4,5,2017,11,10,2,0,0,0,76.58,0,1
INN32737,1,0,0,3,1,0,1,95,2018,3,22,1,0,0,0,37.33,1,1
INN31122,1,0,1,0,1,0,1,37,2018,5,8,3,1,1,4,65,0,1
INN19739,3,0,0,1,1,0,4,6,2018,4,15,2,0,0,0,167,1,1
INN18676,2,0,2,2,1,0,4,33,2018,3,13,2,0,0,0,95.4,0,1
INN22294,1,0,0,1,1,0,1,65,2017,10,2,1,0,0,0,100,0,1
INN26726,2,0,0,2,1,0,1,22,2017,9,16,3,0,0,0,75,0,1
INN31220,1,0,2,1,1,0,1,116,2018,2,28,1,0,0,0,76,0,1
INN25640,2,0,1,1,2,0,1,25,2018,10,17,2,0,0,0,154,1,1
INN27001,2,1,1,0,1,0,4,32,2018,8,14,2,0,0,0,136.52,1,1
INN14552,2,0,2,2,1,0,1,7,2018,8,26,2,0,0,0,143,1,1
INN03420,2,1,0,1,1,0,1,21,2018,8,30,2,0,0,0,140,1,1
INN04153,2,2,0,1,1,0,6,33,2018,7,29,2,0,0,0,207.9,1,1
INN18326,2,0,0,1,3,0,4,19,2018,8,10,2,0,0,0,204,1,1
INN23780,2,0,1,4,1,0,1,19,2018,2,15,1,0,0,0,46.4,0,1
INN34318,1,0,0,1,1,0,1,0,2018,2,27,1,0,0,0,60,0,1
INN09440,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,101.5,0,1
INN08387,2,0,2,1,1,0,4,172,2018,9,18,1,0,0,0,90.95,1,1
INN02447,2,0,2,2,1,0,1,4,2018,4,8,2,0,0,0,112.5,1,1
INN14599,2,0,2,0,1,0,1,0,2017,9,20,3,0,0,0,65,0,1
INN24126,2,0,1,2,1,0,1,31,2018,9,16,1,0,0,0,75,0,1
INN19936,2,0,2,1,1,0,1,168,2018,7,31,2,0,0,0,81.08,1,1
INN01792,2,0,1,1,1,0,4,40,2018,8,13,2,0,0,0,149.4,1,1
INN11426,2,1,2,1,1,0,1,103,2018,7,9,2,0,0,0,130.5,3,1
INN32684,1,0,0,4,1,0,1,7,2018,3,9,2,0,0,0,99,1,1
INN18170,2,0,0,2,1,0,1,35,2018,3,2,2,0,0,0,92.9,1,1
INN00392,2,1,1,4,1,0,1,86,2018,3,23,1,0,0,0,73.83,0,1
INN23534,2,0,2,4,1,0,1,29,2017,12,30,1,0,0,0,84.67,0,1
INN00771,1,0,0,2,1,0,1,164,2017,10,2,1,0,0,0,100,0,1
INN32899,2,0,0,1,2,0,1,3,2018,1,6,2,0,0,0,77,0,1
INN24334,2,0,0,2,1,0,1,101,2018,3,18,2,0,0,0,78.3,0,1
INN30489,1,0,0,2,1,0,4,2,2018,10,12,4,0,0,0,110,0,1
INN33825,2,0,2,0,2,0,1,3,2018,2,14,2,0,0,0,81,0,1
INN10996,2,0,0,2,1,0,1,68,2018,11,25,2,0,0,0,93.6,0,1
INN21571,2,0,2,2,1,0,1,8,2017,12,26,1,0,0,0,52,1,1
INN24476,1,0,0,1,1,0,1,7,2018,3,8,1,0,0,0,97,0,1
INN11945,1,0,1,1,1,0,1,7,2018,3,7,2,0,0,0,96,1,1
INN07857,2,1,0,1,2,0,1,7,2018,2,5,2,0,0,0,81,2,1
INN00657,2,0,2,1,1,0,4,8,2018,5,29,2,0,0,0,124.1,1,1
INN01886,1,0,2,8,1,0,1,13,2018,1,20,2,0,0,0,81.7,0,1
INN08367,2,0,2,2,1,0,1,231,2018,8,21,2,0,0,0,90.95,1,1
INN07099,2,0,0,3,1,0,1,17,2018,11,23,2,0,0,0,104,2,1
INN19298,2,0,1,3,1,0,1,5,2018,3,14,2,0,0,0,109,1,1
INN01338,2,0,2,1,1,0,1,106,2018,5,29,1,0,0,0,80.75,1,1
INN16288,1,0,2,5,2,0,1,97,2018,3,12,2,0,0,0,58.6,0,1
INN06148,2,2,2,3,2,0,6,1,2017,8,9,2,0,0,0,153,1,1
INN01592,2,0,1,2,1,0,1,186,2018,4,22,1,0,0,0,80,0,1
INN05906,1,0,0,2,1,0,4,68,2018,4,26,2,0,0,0,118.8,1,1
INN04001,2,0,0,4,1,0,1,44,2018,9,20,2,0,0,0,101.52,0,1
INN32466,2,0,2,3,2,0,1,38,2018,3,5,2,0,0,0,52.39,0,1
INN24463,2,0,0,3,1,0,1,3,2018,12,6,2,0,0,0,81.88,0,1
INN09806,1,0,0,2,1,0,1,64,2018,5,17,3,0,0,0,130,0,1
INN20843,2,0,0,1,2,0,1,0,2018,9,29,2,0,0,0,170,0,1
INN35513,2,0,1,3,1,0,4,50,2018,10,31,2,0,0,0,122,1,1
INN11835,2,0,0,2,2,1,1,1,2018,1,8,2,1,11,0,76.5,0,1
INN03373,2,0,2,5,1,0,1,4,2017,8,14,2,0,0,0,106.14,1,1
INN09635,2,0,0,5,1,0,4,109,2018,8,9,2,0,0,0,127.8,1,1
INN23843,2,0,2,1,2,0,1,67,2017,12,5,2,0,0,0,95.4,2,1
INN34301,2,0,0,3,1,0,1,51,2018,11,9,1,0,0,0,75,0,1
INN23494,2,0,0,1,1,0,1,56,2018,6,8,1,0,0,0,120,0,1
INN03105,1,0,0,2,1,0,1,32,2017,11,20,2,0,0,0,0,0,1
INN03355,2,0,2,5,2,0,1,87,2018,5,22,1,0,0,0,85,0,1
INN07011,2,1,1,3,1,0,1,39,2018,4,11,2,0,0,0,121.5,2,1
INN01182,2,1,1,2,1,0,1,6,2018,7,11,2,0,0,0,169,2,1
INN22094,2,2,1,2,1,0,6,40,2018,6,27,2,0,0,0,183.9,2,1
INN01491,1,0,2,7,1,0,1,0,2017,8,25,5,0,0,0,0,0,1
INN28925,2,0,1,3,1,0,1,31,2018,10,27,1,0,0,0,85,0,1
INN18337,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN11946,2,0,1,3,2,0,1,10,2017,8,20,2,0,0,0,106.5,2,1
INN11630,1,0,1,1,1,0,1,1,2018,8,1,2,0,0,0,124,1,1
INN00748,1,0,0,1,1,0,1,21,2018,2,25,3,0,0,0,68,1,1
INN10066,1,0,1,0,1,0,1,77,2018,10,30,2,0,0,0,85.5,2,1
INN23337,2,0,0,3,1,0,1,8,2018,11,24,2,0,0,0,108.67,2,1
INN24156,2,0,0,3,1,0,4,97,2018,5,19,2,0,0,0,140.4,0,1
INN21376,2,0,2,3,1,0,1,109,2017,8,9,2,0,0,0,76.5,1,1
INN29750,2,0,0,1,1,0,1,1,2018,9,29,2,0,0,0,106.2,1,1
INN33166,1,0,1,2,1,0,1,111,2018,10,10,1,0,0,0,120,0,1
INN07851,1,0,1,0,2,0,1,6,2018,12,12,2,0,0,0,97,1,1
INN35154,1,0,2,0,1,0,1,12,2018,5,8,2,0,0,0,105,1,1
INN19689,1,0,0,2,3,0,1,256,2018,6,15,1,0,0,0,90,0,1
INN14339,1,0,0,2,1,0,4,8,2018,10,28,4,0,0,0,110,0,1
INN11216,2,0,2,5,1,0,1,31,2018,8,23,2,0,0,0,129.6,1,1
INN17084,2,0,0,2,2,0,1,7,2018,10,21,2,0,0,0,116.8,1,1
INN31072,2,0,0,2,3,0,1,102,2017,10,16,1,0,0,0,109,0,1
INN13711,3,0,0,3,1,0,4,117,2018,5,5,2,0,0,0,149.3,2,1
INN13736,1,0,0,1,1,0,1,99,2018,2,19,3,0,0,0,81,0,1
INN28498,2,0,0,3,2,0,1,40,2018,3,23,2,0,0,0,108.5,1,1
INN33184,2,0,1,2,1,0,2,78,2018,8,19,2,0,0,0,115.68,1,1
INN03863,2,0,2,2,1,0,4,43,2018,5,21,2,0,0,0,140.4,1,1
INN05344,2,0,0,1,1,0,1,15,2018,5,25,2,0,0,0,111,0,1
INN06852,2,0,0,4,1,0,1,36,2017,10,21,2,0,0,0,96.3,2,1
INN04331,2,0,0,2,1,0,1,136,2018,5,6,2,0,0,0,105.3,1,1
INN24264,2,1,0,1,3,0,1,24,2018,12,20,1,0,0,0,132,0,1
INN22994,2,0,2,3,1,0,1,132,2017,10,25,2,0,0,0,89.25,1,1
INN14231,2,0,0,4,1,0,1,69,2018,4,13,2,0,0,0,99.45,2,1
INN25484,1,0,0,1,1,0,1,45,2017,10,20,2,0,0,0,94.5,2,1
INN02103,1,0,1,0,1,0,1,6,2017,10,12,3,0,0,0,65,0,1
INN29513,1,0,2,4,2,0,1,3,2018,1,3,2,0,0,0,54,0,1
INN22953,1,0,0,2,1,0,1,4,2018,2,23,2,0,0,0,0,0,1
INN05845,2,0,2,1,1,0,1,25,2018,10,8,1,0,0,0,85,0,1
INN01493,2,0,2,2,3,0,4,37,2018,6,26,2,0,0,0,156.6,2,1
INN29734,2,0,0,1,1,0,1,8,2018,11,5,1,0,0,0,130,0,1
INN30754,1,0,1,1,3,0,1,301,2018,7,30,1,0,0,0,90,0,1
INN06517,2,0,0,4,1,0,1,15,2018,8,31,2,0,0,0,139,1,1
INN10331,2,0,2,2,1,0,1,86,2018,4,9,1,0,0,0,80.75,1,1
INN03208,1,0,0,3,1,0,1,29,2018,4,14,2,0,0,0,83.57,1,1
INN18179,2,0,2,0,1,0,1,25,2018,9,11,2,0,0,0,110,1,1
INN02409,2,0,1,3,1,0,1,59,2018,11,28,2,0,0,0,88.4,1,1
INN08959,3,0,0,2,1,0,4,86,2018,7,26,2,0,0,0,137.7,0,1
INN32557,3,0,0,1,1,0,1,160,2018,7,5,1,0,0,0,96.9,1,1
INN14268,1,0,1,0,2,0,5,3,2018,9,26,2,0,0,0,195,0,1
INN24760,2,0,2,2,1,0,1,111,2018,3,27,1,0,0,0,58,0,1
INN21991,3,0,2,1,1,0,6,39,2018,1,10,1,0,0,0,88,1,1
INN15747,2,0,2,3,1,0,1,294,2018,12,29,2,0,0,0,82.11,1,1
INN12195,2,0,1,2,1,0,2,224,2017,10,2,1,0,0,0,65,1,1
INN23101,2,0,2,2,1,0,1,186,2018,9,2,1,0,0,0,80.75,0,1
INN32367,2,0,2,2,1,0,4,82,2018,10,9,1,0,0,0,99.96,0,1
INN05971,1,0,0,3,1,0,1,151,2018,1,19,1,0,0,0,80,0,1
INN02461,2,1,1,3,1,0,1,47,2018,3,28,2,0,0,0,101.15,2,1
INN28140,2,0,2,5,1,0,4,72,2018,9,12,2,0,0,0,149.4,0,1
INN00412,2,0,0,2,1,0,1,48,2018,11,4,2,0,0,0,97.2,2,1
INN03450,2,0,1,2,1,0,1,3,2018,6,10,1,0,0,0,90.67,0,1
INN19431,2,0,0,3,1,0,1,37,2018,10,13,1,0,0,0,105,0,1
INN24124,2,0,1,1,1,0,4,35,2017,10,17,2,0,0,0,113.85,1,1
INN07991,2,0,0,4,1,0,1,118,2018,5,11,2,0,0,0,109.65,1,1
INN35268,2,0,2,3,1,0,1,137,2018,5,22,2,0,0,0,79.72,1,1
INN09919,2,0,1,0,2,0,1,33,2018,5,16,2,0,0,0,116.1,1,1
INN00500,2,0,0,3,1,0,4,139,2018,2,11,1,0,0,0,62,1,1
